IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: BCC/FCC/other,Grain_Size,PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),Hardness,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),Yield_Strength,Tensile_Strength,PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm)
164,Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,FCC+BCC+Sec.,WROUGHT,other,2.0,,8.0,476.0,T,25.0,585.0,815.0,31.7,,,,,,
164,Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,FCC+Sec.,WROUGHT,other,3.6,,8.0,476.0,T,25.0,425.0,735.0,40.2,,,,,,
164,Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,FCC,WROUGHT,FCC,17.1,,8.0,476.0,T,25.0,270.0,630.0,46.2,,,220.0,,,
164,Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,,WROUGHT,other,0.07,,8.0,476.0,T,25.0,1120.0,1175.0,1.5,,,,,,
165,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,20.0,9.08,9.1,476.0,C,23.0,1841.0,1004.0,,,,107.0,,,
165,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,BCC,20.0,5.98,6.0,476.0,C,23.0,1100.0,1004.0,,,,189.0,,,
165,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,20.0,6.46,6.5,476.0,C,23.0,1100.0,1004.0,,,,151.0,,,
165,Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,CAST,BCC,20.0,8.96,9.0,476.0,C,23.0,1260.0,1004.0,,,,126.0,,,
165,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,20.0,9.93,9.9,476.0,C,23.0,1512.0,1004.0,,,,137.0,,,
165,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,CAST,BCC,20.0,8.68,8.7,476.0,C,23.0,1575.0,1004.0,,,,128.0,,,
165,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,BCC,20.0,10.18,10.2,476.0,C,23.0,1600.0,1004.0,,,,143.0,,,
165,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,20.0,9.89,9.9,476.0,C,23.0,929.0,1004.0,,,,107.0,,,
165,Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,CAST,BCC,20.0,10.91,11.0,476.0,C,23.0,1515.0,1004.0,,,,209.0,,,
165,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,BCC,20.0,11.72,11.8,476.0,C,23.0,1343.0,1004.0,,,,222.0,,,
165,Mo1 Nb1 Ta1 V1 W1,BCC,OTHER,BCC,20.0,12.29,12.4,476.0,C,23.0,1246.0,1004.0,,,,229.0,,,
165,Mo1 Nb1 Ta1 W1,BCC,OTHER,BCC,20.0,13.6,13.7,476.0,C,23.0,996.0,1004.0,,,,250.0,,,
165,Mo1 Nb1 Ti1,BCC,OTHER,BCC,20.0,7.67,7.7,476.0,C,23.0,1100.0,1004.0,,,,177.0,,,
165,Nb1 Ta0.3 Ti1 Zr1,BCC,OTHER,BCC,20.0,7.81,7.4,476.0,C,23.0,882.0,1004.0,,,,101.0,,,
165,Nb1 Ti1 Zr1,BCC,OTHER,BCC,20.0,6.63,6.5,476.0,C,23.0,975.0,1004.0,,,,94.0,,,
165,Al1 Cr1 Mo1 Nb1 Ti1,BCC+Laves,ANNEAL,other,20.0,6.56,6.6,476.0,C,23.0,1010.0,1004.0,,,,,,,
165,Al0.24 Nb1 Ti1 V1 Zr1,BCC+Laves,OTHER,other,20.0,6.34,6.3,476.0,C,23.0,1240.0,1004.0,,,,,,,
165,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,B2+BCC,OTHER,other,20.0,7.14,7.1,476.0,C,23.0,2000.0,1004.0,,,,,,,
165,Cr1 Nb0.333 Ti0.333 Zr0.333,BCC+Laves,OTHER,other,20.0,6.56,6.8,476.0,C,23.0,1576.0,1004.0,,,,,,,
165,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves,OTHER,other,20.0,7.98,8.0,476.0,C,23.0,1595.0,1004.0,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,CAST,other,20.0,8.46,8.5,476.0,C,23.0,1617.0,1004.0,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,CAST,other,20.0,8.16,8.2,476.0,C,23.0,1787.0,1004.0,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,CAST,other,20.0,7.89,7.9,476.0,C,23.0,2134.0,1004.0,,,,,,,
165,Mo1 Nb1 Ti1 V1 Zr1,BCC+Laves,OTHER,other,20.0,7.27,7.1,476.0,C,23.0,1706.0,1004.0,,,,,,,
165,Nb1 Re0.3 Ti1 Zr1,BCC+Laves,OTHER,other,20.0,7.81,7.5,476.0,C,23.0,1244.0,1004.0,,,,,,,
165,Nb1 Ta1 Ti1 V1 Zr1,BCC+BCC,OTHER,other,20.0,8.43,8.5,476.0,C,23.0,1395.0,1004.0,,,,,,,
165,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,20.0,9.08,9.1,476.0,C,1000.0,298.0,1004.0,,,,107.0,,,
165,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,BCC,20.0,5.98,6.0,476.0,C,1000.0,375.0,1004.0,,,,189.0,,,
165,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,20.0,6.46,6.5,476.0,C,1000.0,540.0,1004.0,,,,151.0,,,
165,Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,CAST,BCC,20.0,8.96,9.0,476.0,C,1000.0,368.0,1004.0,,,,126.0,,,
165,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,20.0,9.93,9.9,476.0,C,1000.0,814.0,1004.0,,,,137.0,,,
165,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,CAST,BCC,20.0,8.68,8.7,476.0,C,1000.0,635.0,1004.0,,,,128.0,,,
165,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,BCC,20.0,10.18,10.2,476.0,C,1000.0,855.0,1004.0,,,,143.0,,,
165,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,20.0,9.89,9.9,476.0,C,1000.0,295.0,1004.0,,,,107.0,,,
165,Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,CAST,BCC,20.0,10.91,11.0,476.0,C,1000.0,753.0,1004.0,,,,209.0,,,
165,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,BCC,20.0,11.72,11.8,476.0,C,1000.0,620.0,1004.0,,,,222.0,,,
165,Mo1 Nb1 Ta1 V1 W1,BCC,OTHER,BCC,20.0,12.29,12.4,476.0,C,1000.0,842.0,1004.0,,,,229.0,,,
165,Mo1 Nb1 Ta1 W1,BCC,OTHER,BCC,20.0,13.6,13.7,476.0,C,1000.0,548.0,1004.0,,,,250.0,,,
165,Mo1 Nb1 Ti1,BCC,OTHER,BCC,20.0,7.67,7.7,476.0,C,1000.0,504.0,1004.0,,,,177.0,,,
165,Nb1 Ta0.3 Ti1 Zr1,BCC,OTHER,BCC,20.0,7.81,7.4,476.0,C,1000.0,274.0,1004.0,,,,101.0,,,
165,Nb1 Ti1 Zr1,BCC,OTHER,BCC,20.0,6.63,6.5,476.0,C,1000.0,141.0,1004.0,,,,94.0,,,
165,Al1 Cr1 Mo1 Nb1 Ti1,BCC+Laves,ANNEAL,other,20.0,6.56,6.6,476.0,C,1000.0,550.0,1004.0,,,,,,,
165,Al0.24 Nb1 Ti1 V1 Zr1,BCC+Laves,OTHER,other,20.0,6.34,6.3,476.0,C,1000.0,82.0,1004.0,,,,,,,
165,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,B2+BCC,OTHER,other,20.0,7.14,7.1,476.0,C,1000.0,745.0,1004.0,,,,,,,
165,Cr1 Nb0.333 Ti0.333 Zr0.333,BCC+Laves,OTHER,other,20.0,6.56,6.8,476.0,C,1000.0,139.0,1004.0,,,,,,,
165,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves,OTHER,other,20.0,7.98,8.0,476.0,C,1000.0,546.0,1004.0,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,CAST,other,20.0,8.46,8.5,476.0,C,1000.0,398.0,1004.0,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,CAST,other,20.0,8.16,8.2,476.0,C,1000.0,614.0,1004.0,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,CAST,other,20.0,7.89,7.9,476.0,C,1000.0,673.0,1004.0,,,,,,,
165,Mo1 Nb1 Ti1 V1 Zr1,BCC+Laves,OTHER,other,20.0,7.27,7.1,476.0,C,1000.0,467.0,1004.0,,,,,,,
165,Nb1 Re0.3 Ti1 Zr1,BCC+Laves,OTHER,other,20.0,7.81,7.5,476.0,C,1000.0,323.0,1004.0,,,,,,,
165,Nb1 Ta1 Ti1 V1 Zr1,BCC+BCC,OTHER,other,20.0,8.43,8.5,476.0,C,1000.0,190.0,1004.0,,,,,,,
165,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,20.0,9.08,9.1,476.0,C,1200.0,89.0,1004.0,,,,107.0,,,
165,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,BCC,20.0,5.98,6.0,476.0,C,1200.0,100.0,1004.0,,,,189.0,,,
165,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,20.0,6.46,6.5,476.0,C,1200.0,200.0,1004.0,,,,151.0,,,
165,Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,CAST,BCC,20.0,8.96,9.0,476.0,C,1200.0,60.0,1004.0,,,,126.0,,,
165,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,20.0,9.93,9.9,476.0,C,1200.0,556.0,1004.0,,,,137.0,,,
165,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,CAST,BCC,20.0,8.68,8.7,476.0,C,1200.0,187.0,1004.0,,,,128.0,,,
165,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,BCC,20.0,10.18,10.2,476.0,C,1200.0,404.0,1004.0,,,,143.0,,,
165,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,20.0,9.89,9.9,476.0,C,1200.0,92.0,1004.0,,,,107.0,,,
165,Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,CAST,BCC,20.0,10.91,11.0,476.0,C,1200.0,659.0,1004.0,,,,209.0,,,
165,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,BCC,20.0,11.72,11.8,476.0,C,1200.0,586.0,1004.0,,,,222.0,,,
165,Mo1 Nb1 Ta1 V1 W1,BCC,OTHER,BCC,20.0,12.29,12.4,476.0,C,1200.0,735.0,1004.0,,,,229.0,,,
165,Mo1 Nb1 Ta1 W1,BCC,OTHER,BCC,20.0,13.6,13.7,476.0,C,1200.0,506.0,1004.0,,,,250.0,,,
165,Mo1 Nb1 Ti1,BCC,OTHER,BCC,20.0,7.67,7.7,476.0,C,1200.0,324.0,1004.0,,,,177.0,,,
165,Nb1 Ta0.3 Ti1 Zr1,BCC,OTHER,BCC,20.0,7.81,7.4,476.0,C,1200.0,102.0,1004.0,,,,101.0,,,
165,Nb1 Ti1 Zr1,BCC,OTHER,BCC,20.0,6.63,6.5,476.0,C,1200.0,61.0,1004.0,,,,94.0,,,
165,Al1 Cr1 Mo1 Nb1 Ti1,BCC+Laves,ANNEAL,other,20.0,6.56,6.6,476.0,C,1200.0,105.0,1004.0,,,,,,,
165,Al0.24 Nb1 Ti1 V1 Zr1,BCC+Laves,OTHER,other,20.0,6.34,6.3,476.0,C,1200.0,24.0,1004.0,,,,,,,
165,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,B2+BCC,OTHER,other,20.0,7.14,7.1,476.0,C,1200.0,250.0,1004.0,,,,,,,
165,Cr1 Nb0.333 Ti0.333 Zr0.333,BCC+Laves,OTHER,other,20.0,6.56,6.8,476.0,C,1200.0,32.0,1004.0,,,,,,,
165,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves,OTHER,other,20.0,7.98,8.0,476.0,C,1200.0,170.0,1004.0,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,CAST,other,20.0,8.46,8.5,476.0,C,1200.0,166.0,1004.0,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,CAST,other,20.0,8.16,8.2,476.0,C,1200.0,188.0,1004.0,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,CAST,other,20.0,7.89,7.9,476.0,C,1200.0,235.0,1004.0,,,,,,,
165,Mo1 Nb1 Ti1 V1 Zr1,BCC+Laves,OTHER,other,20.0,7.27,7.1,476.0,C,1200.0,116.0,1004.0,,,,,,,
165,Nb1 Re0.3 Ti1 Zr1,BCC+Laves,OTHER,other,20.0,7.81,7.5,476.0,C,1200.0,89.0,1004.0,,,,,,,
165,Nb1 Ta1 Ti1 V1 Zr1,BCC+BCC,OTHER,other,20.0,8.43,8.5,476.0,C,1200.0,78.0,1004.0,,,,,,,
166,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,245.48,7.753,8.0,476.0,T,25.0,293.1,625.6,63.0,,,220.0,,,
203,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,40.0,,9.9,476.0,T,25.0,985.0,1004.0,15.7,,,107.0,,,
203,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,87.0,,9.9,476.0,T,25.0,972.0,999.5,12.6,,,107.0,,,
203,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,112.0,,9.9,476.0,T,25.0,967.0,980.6,10.8,,,107.0,,,
204,Co1 Fe1 Ni1,FCC,WROUGHT,FCC,20.0,,8.5,476.0,T,25.0,822.0,1004.0,15.0,,,207.0,,,
204,Co1 Fe1 Ni1,FCC,WROUGHT,FCC,42.0,,8.5,476.0,T,25.0,276.0,540.0,51.0,,,207.0,,,
204,Co1 Fe1 Ni1,FCC,WROUGHT,FCC,74.0,,8.5,476.0,T,25.0,217.0,498.0,47.0,,,207.0,,,
204,Co1 Fe1 Ni1,FCC,WROUGHT,FCC,90.0,,8.5,476.0,T,25.0,201.0,430.0,44.5,,,207.0,,,
205,Co1 Cr1 Ni1,,ANNEAL,other,16.0,,8.3,476.0,T,-196.0,600.0,1247.0,68.0,,,,,,
205,Co1 Cr1 Ni1,,ANNEAL,other,16.0,,8.3,476.0,T,24.0,400.0,800.0,60.0,,,,,,
205,Co1 Cr1 Ni1,,ANNEAL,other,16.0,,8.3,476.0,T,-196.0,1215.0,1440.0,48.0,,,,,,
206,Cr0.286 Mo0.476 Nb1 Ta0.024 Ti0.31 V0.286,BCC+Sec.,POWDER,other,0.075,8.02,8.0,741.0,C,25.0,2680.0,1004.0,,,,,,,
207,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,CAST,BCC,20.0,8.68,8.7,476.0,C,25.0,1719.0,1004.0,,,,128.0,,,
208,Co1 Fe1 Ni1,FCC,WROUGHT,FCC,53.7,,8.5,476.0,T,25.0,822.0,1004.0,,,161.0,207.0,,,
208,Co1 Cr0.053 Ni1,FCC,WROUGHT,FCC,7.28,,8.8,476.0,T,25.0,822.0,1004.0,,,219.0,207.0,,,
208,Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,0.862,,8.1,476.0,T,25.0,529.0,613.0,25.0,,182.0,203.0,,,
208,Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,0.894,,8.1,476.0,T,25.0,522.0,601.0,25.0,,182.0,203.0,,,
208,Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,1.25,,8.1,476.0,T,25.0,460.0,599.0,27.0,,182.0,203.0,,,
208,Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,1.75,,8.1,476.0,T,25.0,407.0,536.0,26.0,,182.0,203.0,,,
208,Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,2.26,,8.1,476.0,T,25.0,372.0,542.0,31.0,,182.0,203.0,,,
208,Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,3.52,,8.1,476.0,T,25.0,322.0,554.0,49.0,,182.0,203.0,,,
208,Co1 Mn1 Ni1,FCC,WROUGHT,FCC,1.43,,8.4,476.0,T,25.0,333.0,569.0,40.0,,190.0,202.0,,,
208,Co1 Mn1 Ni1,FCC,WROUGHT,FCC,0.4,,8.4,476.0,T,25.0,601.0,608.0,24.0,,190.0,202.0,,,
208,Co1 Mn1 Ni1,FCC,WROUGHT,FCC,1.58,,8.4,476.0,T,25.0,321.0,566.0,50.5,,190.0,202.0,,,
208,Co1 Mn1 Ni1,FCC,WROUGHT,FCC,2.67,,8.4,476.0,T,25.0,267.0,506.0,62.5,,190.0,202.0,,,
208,Co1 Cr0.25 Ni1,FCC,WROUGHT,FCC,0.212,,8.7,476.0,T,25.0,745.0,824.0,36.0,,223.0,213.0,,,
208,Co1 Cr0.25 Ni1,FCC,WROUGHT,FCC,0.34,,8.7,476.0,T,25.0,623.0,746.0,53.0,,223.0,213.0,,,
208,Co1 Cr0.25 Ni1,FCC,WROUGHT,FCC,1.46,,8.7,476.0,T,25.0,387.0,626.0,73.0,,223.0,213.0,,,
208,Co1 Cr0.25 Ni1,FCC,WROUGHT,FCC,2.65,,8.7,476.0,T,25.0,330.0,553.0,101.0,,223.0,213.0,,,
208,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,0.295,,8.2,476.0,T,25.0,631.0,732.0,39.0,,210.0,226.0,,,
208,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,0.553,,8.2,476.0,T,25.0,494.0,732.0,51.0,,210.0,226.0,,,
208,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,0.72,,8.2,476.0,T,25.0,448.0,672.0,65.0,,210.0,226.0,,,
208,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,3.4,,8.2,476.0,T,25.0,273.0,567.0,85.0,,210.0,226.0,,,
208,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,32.2,,8.2,476.0,T,25.0,172.0,504.0,105.0,,210.0,226.0,,,
208,Co0.25 Cr1 Ni1,FCC,WROUGHT,FCC,0.497,,8.1,476.0,T,25.0,518.0,744.0,36.0,,240.0,238.0,,,
208,Co0.25 Cr1 Ni1,FCC,WROUGHT,FCC,0.848,,8.1,476.0,T,25.0,462.0,703.0,46.0,,240.0,238.0,,,
208,Co0.25 Cr1 Ni1,FCC,WROUGHT,FCC,1.78,,8.1,476.0,T,25.0,395.0,644.0,58.0,,240.0,238.0,,,
208,Co0.25 Cr1 Ni1,FCC,WROUGHT,FCC,1.98,,8.1,476.0,T,25.0,356.0,588.0,64.0,,240.0,238.0,,,
209,Al1 Co1 Ni1 Ti1,BCC+B2,POWDER,other,20.0,,5.7,672.0,C,25.0,822.0,1004.0,,,,,,,
209,Al1 Fe1 Ni1 Ti1,BCC+B2,POWDER,other,20.0,,5.5,666.0,C,25.0,822.0,1004.0,,,,,,,
209,Al1 Co1 Fe1 Ni1 Ti1,BCC+B2,POWDER,other,20.0,,6.1,667.0,C,25.0,822.0,1004.0,,,,,,,
210,Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC+B2,POWDER,other,20.0,,6.8,434.0,,,822.0,1004.0,,,,,,,
210,Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC+B2,POWDER,other,20.0,,6.8,666.0,,,822.0,1004.0,,,,,,,
210,Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC+B2,POWDER,other,20.0,,6.8,761.0,,,822.0,1004.0,,,,,,,
210,Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC+B2,POWDER,other,20.0,,6.8,747.0,,,822.0,1004.0,,,,,,,
210,Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC+B2,POWDER,other,20.0,,6.8,476.0,C,20.0,1511.0,1004.0,5.0,,,,,,
210,Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC+B2,POWDER,other,20.0,,6.8,476.0,C,400.0,1366.0,1004.0,17.0,,,,,,
210,Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC+B2,POWDER,other,20.0,,6.8,476.0,C,600.0,410.0,1004.0,35.0,,,,,,
210,Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC+B2,POWDER,other,20.0,,6.8,476.0,C,800.0,48.0,1004.0,35.0,,,,,,
211,Co1 Cr1 Fe1 Mn1 Ni1,FCC,CAST,FCC,20.0,,8.0,476.0,T,25.0,210.0,1004.0,57.0,,,220.0,,,
211,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,476.0,T,25.0,1150.0,1004.0,6.0,,,220.0,,,
211,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,476.0,T,25.0,1300.0,1004.0,2.0,,,220.0,,,
211,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,4.0,,8.0,476.0,T,25.0,1050.0,1004.0,8.0,,,220.0,,,
211,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,8.0,,8.0,476.0,T,25.0,560.0,1004.0,49.0,,,220.0,,,
211,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,8.0,,8.0,476.0,T,25.0,520.0,1004.0,47.0,,,220.0,,,
211,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,10.0,,8.0,476.0,T,25.0,320.0,1004.0,59.0,,,220.0,,,
211,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,476.0,T,25.0,280.0,1004.0,62.0,,,220.0,,,
212,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,FCC,CAST,FCC,20.0,,8.4,476.0,T,-196.0,419.0,1004.0,,34.6,,202.0,,,
212,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,FCC,CAST,FCC,20.0,,8.4,476.0,T,-70.0,350.0,1004.0,,28.8,,202.0,,,
212,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,FCC,CAST,FCC,20.0,,8.4,476.0,T,20.0,252.0,1004.0,,82.1,,202.0,,,
212,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,FCC,CAST,FCC,20.0,,8.4,476.0,T,600.0,214.0,1004.0,,189.2,,202.0,,,
212,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,FCC,CAST,FCC,20.0,,8.4,476.0,T,700.0,212.0,1004.0,,154.3,,202.0,,,
212,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,FCC,CAST,FCC,20.0,,8.4,476.0,T,800.0,187.0,1004.0,,119.5,,202.0,,,
213,Al0.3 Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,20.0,,7.6,132.0,C,300.0,822.0,1004.0,,,,210.0,,,
213,Al0.3 Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,20.0,,7.6,147.0,C,340.0,822.0,1004.0,,,,210.0,,,
213,Al0.3 Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,20.0,,7.6,165.0,C,430.0,822.0,1004.0,,,,210.0,,,
215,Al1 Co1 Cr1 Fe1 Ni1,B2+BCC,CAST,other,204.0,,6.7,519.0,C,25.0,1631.0,1004.0,16.0,,,,,,
215,Al1 Co1 Cr1 Fe1 Ni1,B2+BCC,CAST,other,185.0,,6.7,493.0,C,25.0,1209.0,1004.0,23.0,,,,,,
216,Co0.318 Cr0.227 Fe1 Mo0.091 Ni0.182,FCC+Sec.,WROUGHT,other,4.4,,8.2,476.0,T,25.0,443.0,840.0,61.6,,,,,,
216,Co0.327 Cr0.227 Fe1 Mo0.136 Ni0.127,FCC+Sec.,WROUGHT,other,3.2,,8.2,476.0,T,25.0,711.0,1096.0,38.3,,,,,,
216,Co0.318 Cr0.227 Fe1 Mo0.091 Ni0.182,FCC+Sec.,WROUGHT,other,26.3,,8.2,476.0,T,25.0,301.0,718.0,77.5,,,,,,
216,Co0.327 Cr0.227 Fe1 Mo0.136 Ni0.127,FCC+Sec.,WROUGHT,other,4.8,,8.2,476.0,T,25.0,684.0,1078.0,48.1,,,,,,
216,Co0.318 Cr0.227 Fe1 Mo0.091 Ni0.182,FCC+Sec.,WROUGHT,other,70.1,,8.2,476.0,T,25.0,261.0,673.0,86.6,,,,,,
216,Co0.327 Cr0.227 Fe1 Mo0.136 Ni0.127,FCC+Sec.,WROUGHT,other,5.4,,8.2,476.0,T,25.0,506.0,933.0,59.3,,,,,,
216,Co0.318 Cr0.227 Fe1 Mo0.091 Ni0.182,FCC+Sec.,WROUGHT,other,136.5,,8.2,476.0,T,25.0,231.0,638.0,87.2,,,,,,
216,Co0.327 Cr0.227 Fe1 Mo0.136 Ni0.127,FCC+Sec.,WROUGHT,other,120.6,,8.2,476.0,T,25.0,296.0,693.0,63.2,,,,,,
217,Co1 Cr1 Fe1 Mn1 Ni1,FCC,ANNEAL,FCC,300.0,,8.0,476.0,,,822.0,1004.0,,,,220.0,,,
217,Co1 Cr1 Fe1 Mn1 Ni1,FCC,POWDER,FCC,4.2,,8.0,476.0,,,822.0,1004.0,,,,220.0,,,
217,Co1 Cr1 Fe1 Mn1 Ni1,FCC,POWDER,FCC,1.3,,8.0,476.0,,,822.0,1004.0,,,,220.0,,,
218,Cr1 Cu1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,20.0,,8.1,476.0,T,25.0,615.0,950.0,14.0,,,,,,
218,Cr1 Cu1 Fe1 Mn1 Ni1,FCC+BCC,ANNEAL,other,20.0,,8.1,476.0,,,822.0,1004.0,,,,,,,
218,Cr1 Cu1 Fe1 Mn1 Ni1,FCC+BCC+Sec.,ANNEAL,other,20.0,,8.1,476.0,,,822.0,1004.0,,,,,,,
219,Mo1 Nb1 Re0.5 W1,BCC,CAST,BCC,20.0,,13.7,473.0,C,25.0,896.0,1004.0,10.4,7.08,,298.0,,,
219,C0.2 Mo1 Nb1 Re0.5 Ta0.2 W1,BCC+Sec.,CAST,other,20.0,,13.5,510.0,C,25.0,1074.0,1004.0,12.1,8.33,,,,,
219,C0.4 Mo1 Nb1 Re0.5 Ta0.4 W1,BCC+Sec.,CAST,other,20.0,,13.4,558.0,C,25.0,1144.0,1004.0,12.7,8.81,,,,,
219,C0.5 Mo1 Nb1 Re0.5 Ta0.5 W1,BCC+Sec.,CAST,other,20.0,,13.3,583.0,C,25.0,1202.0,1004.0,14.2,10.25,,,,,
219,C0.6 Mo1 Nb1 Re0.5 Ta0.6 W1,BCC+Sec.,CAST,other,20.0,,13.3,615.0,C,25.0,1241.0,1004.0,13.8,9.64,,,,,
220,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC,ANNEAL,FCC,20.0,,7.4,476.0,T,23.0,520.0,696.0,49.0,,,185.0,,,
